IdVenta,SKU,Documento_Identidad,FechaVenta,Departamento,Provincia,Distrito,Zona_Logistica,Nombre_Sucursal,Nombre_Promo,Descripcion,Cantidad,Monto_Bruto,Monto_Descuento,Es_Evento
29199,SSD-2TB-02,76543210,2024-06-22,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Tarjeta Debito,2,1360,272.0,1
29200,LAP-MAC-03,45321678,2023-08-19,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Debito,2,10200,1020.0,1
29201,MNT-GMR-27,45321678,2025-01-05,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Yape,9,8550,1710.0,1
29202,AUD-SNY-WH,09876543,2023-12-18,Lima,Lima,Los Olivos,Lima,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Credito,1,950,95.0,1
29203,KEY-HYP-ALL,09876543,2023-05-13,Piura,Piura,Castilla,Norte,Tienda Fisica CC Jockey Plaza,Campana Back to School,Tarjeta Debito,8,3120,312.0,1
29204,RAM-16G-01,73418529,2024-11-14,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Credito,7,1470,147.0,1
29205,SSD-2TB-02,45321678,2024-12-02,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Tarjeta Credito,10,6800,0.0,0
29206,MOU-LOG-G5,70615243,2024-10-26,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Cupon Gamer Extremo,Tarjeta Credito,4,1120,112.0,1
29207,RAM-16G-01,73418529,2023-11-27,Lima,Lima,San Isidro,Lima,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Tarjeta Credito,4,840,84.0,1
29208,LAP-MAC-03,10293847,2023-04-18,Puno,Puno,Puno,Sur,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Yape,1,5100,510.0,1
29209,SSD-2TB-02,70615243,2025-05-23,Cajamarca,Cajamarca,Cajamarca,Centro,Plataforma Web Nacional,Descuento Black Friday,Efectivo,5,3400,680.0,1
29210,GPU-RTX-40,70615243,2025-11-09,Junin,Huancayo,El Tambo,Centro,Plataforma Web Nacional,Descuento Black Friday,Efectivo,2,3700,740.0,1
29211,LAP-MAC-03,44332211,2025-05-28,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Tarjeta Debito,9,45900,0.0,0
29212,AUD-SNY-WH,45321678,2024-06-02,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Plin,2,1900,190.0,1
29213,SSD-2TB-02,76543210,2023-05-07,Lima,Lima,San Isidro,Lima,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Efectivo,5,3400,0.0,0
29214,SSD-2TB-02,41253698,2025-02-28,Puno,Puno,Puno,Sur,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Debito,7,4760,952.0,1
29215,AUD-SNY-WH,70615243,2024-08-06,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Efectivo,7,6650,0.0,0
29216,LAP-GMR-01,49586712,2024-12-26,La Libertad,Trujillo,Victor Larco Herrera,Norte,Plataforma Web Nacional,Campana Back to School,Yape,4,16800,1680.0,1
29217,SSD-1TB-01,45321678,2024-02-06,Arequipa,Arequipa,Cayma,Sur,Plataforma Web Nacional,Cupon Gamer Extremo,Tarjeta Credito,9,2880,288.0,1
29218,KEY-HYP-ALL,09876543,2024-07-05,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Plin,9,3510,351.0,1
29219,SSD-2TB-02,70615243,2024-09-13,Cajamarca,Cajamarca,Cajamarca,Centro,Plataforma Web Nacional,Cupon Gamer Extremo,Plin,4,2720,272.0,1
29220,SSD-2TB-02,10293847,2024-05-31,Piura,Piura,Castilla,Norte,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Yape,2,1360,272.0,1
29221,RAM-16G-01,09876543,2023-02-15,Lambayeque,Chiclayo,Pimentel,Norte,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Credito,2,420,84.0,1
29222,MOU-LOG-G5,41253698,2025-10-07,Ancash,Huaraz,Independencia,Centro,Plataforma Web Nacional,Cupon Gamer Extremo,Tarjeta Debito,10,2800,280.0,1
29223,AUD-SNY-WH,73418529,2025-03-18,Junin,Huancayo,El Tambo,Centro,Plataforma Web Nacional,Campana Back to School,Tarjeta Credito,8,7600,760.0,1
29224,LAP-OFF-02,71234567,2023-08-25,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Tarjeta Debito,2,5000,0.0,0
29225,RAM-16G-01,45321678,2023-04-09,Cajamarca,Cajamarca,Cajamarca,Centro,Plataforma Web Nacional,Sin Promocion / Precio Regular,Yape,3,630,0.0,0
29226,AUD-SNY-WH,71234567,2023-11-04,Lima,Lima,Los Olivos,Lima,Plataforma Web Nacional,Cupon Gamer Extremo,Efectivo,10,9500,950.0,1
29227,LAP-MAC-03,71234567,2025-01-12,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Credito,8,40800,4080.0,1
29228,RAM-16G-01,44332211,2025-09-22,Ica,Ica,Parcona,Centro,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Tarjeta Credito,9,1890,283.5,1
29229,AUD-SNY-WH,70615243,2025-05-09,Lima,Lima,San Isidro,Lima,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Yape,4,3800,570.0,1
29230,RAM-16G-01,70615243,2023-08-06,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Tarjeta Debito,9,1890,189.0,1
29231,LAP-GMR-01,45321678,2023-02-06,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Plin,9,37800,5670.0,1
29232,KEY-HYP-ALL,71234567,2023-08-11,Puno,Puno,Puno,Sur,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Plin,10,3900,585.0,1
29233,LAP-GMR-01,70615243,2024-06-11,Lima,Lima,San Martin de Porres,Lima,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Credito,9,37800,7560.0,1
29234,SSD-2TB-02,10293847,2023-07-10,Lima,Lima,Miraflores,Lima,Plataforma Web Nacional,Cupon Gamer Extremo,Yape,3,2040,204.0,1
29235,MNT-GMR-27,45321678,2025-05-07,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Tarjeta Credito,5,4750,950.0,1
29236,LAP-MAC-03,45321678,2023-07-15,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Yape,5,25500,3825.0,1
29237,LAP-GMR-01,44332211,2025-11-24,Lima,Lima,Los Olivos,Lima,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Plin,6,25200,3780.0,1
29238,LAP-GMR-01,09876543,2025-05-05,Lima,Lima,San Isidro,Lima,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Tarjeta Credito,1,4200,630.0,1
29239,GPU-RTX-40,10293847,2024-05-28,Piura,Piura,Castilla,Norte,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Yape,7,12950,1942.5,1
29240,KEY-HYP-ALL,10293847,2025-06-17,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Yape,5,1950,195.0,1
29241,SSD-1TB-01,45321678,2024-10-28,Lima,Lima,San Isidro,Lima,Plataforma Web Nacional,Campana Cyber Wow Mayo,Tarjeta Debito,7,2240,336.0,1
29242,MNT-GMR-27,45321678,2023-10-02,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Plin,1,950,0.0,0
29243,GPU-RTX-40,09876543,2024-03-23,Lima,Lima,Los Olivos,Lima,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Credito,9,16650,1665.0,1
29244,MOU-LOG-G5,55667788,2025-01-13,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Plin,3,840,168.0,1
29245,LAP-OFF-02,73418529,2025-01-29,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Plin,6,15000,1500.0,1
29246,MNT-GMR-27,09876543,2024-09-10,Lima,Lima,Los Olivos,Lima,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Tarjeta Debito,5,4750,0.0,0
29247,KEY-HYP-ALL,55667788,2024-04-09,Ica,Ica,Parcona,Centro,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Yape,4,1560,234.0,1
29248,LAP-MAC-03,10293847,2024-05-28,Piura,Piura,Castilla,Norte,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Credito,4,20400,2040.0,1
29249,AUD-SNY-WH,71234567,2025-08-13,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Plin,2,1900,0.0,0
29250,LAP-MAC-03,73418529,2025-12-08,Lima,Lima,San Isidro,Lima,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Yape,6,30600,6120.0,1
29251,AUD-SNY-WH,10293847,2023-12-10,Lima,Lima,Ate,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Yape,9,8550,855.0,1
29252,SSD-2TB-02,45321678,2025-03-13,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Plin,3,2040,408.0,1
29253,LAP-GMR-01,45321678,2023-09-03,Lima,Lima,San Martin de Porres,Lima,Plataforma Web Nacional,Sin Promocion / Precio Regular,Tarjeta Credito,2,8400,0.0,0
29254,MOU-LOG-G5,49586712,2025-07-22,Lima,Lima,Ate,Lima,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Efectivo,10,2800,0.0,0
29255,GPU-RTX-40,55667788,2023-02-27,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Tarjeta Debito,4,7400,0.0,0
29256,LAP-MAC-03,49586712,2025-02-23,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Yape,9,45900,0.0,0
29257,KEY-HYP-ALL,44332211,2024-11-17,Lima,Lima,Ate,Lima,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Debito,9,3510,702.0,1
29258,MOU-LOG-G5,71234567,2025-07-21,Lambayeque,Chiclayo,Pimentel,Norte,Plataforma Web Nacional,Descuento Black Friday,Yape,9,2520,504.0,1
29259,LAP-GMR-01,76543210,2023-01-24,Lima,Lima,Ate,Lima,Tienda Fisica CC Jockey Plaza,Campana Back to School,Tarjeta Debito,7,29400,2940.0,1
29260,AUD-SNY-WH,55667788,2024-01-17,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Tarjeta Credito,1,950,190.0,1
29261,KEY-HYP-ALL,49586712,2025-11-24,Lambayeque,Chiclayo,Pimentel,Norte,Plataforma Web Nacional,Descuento Black Friday,Efectivo,8,3120,624.0,1
29262,GPU-RTX-40,55667788,2025-11-08,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Tarjeta Debito,8,14800,2220.0,1
29263,GPU-RTX-40,41253698,2024-06-07,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Plin,7,12950,1942.5,1
29264,MNT-GMR-27,41253698,2023-02-05,Junin,Huancayo,El Tambo,Centro,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Yape,2,1900,0.0,0
29265,LAP-OFF-02,41253698,2023-03-12,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Yape,7,17500,0.0,0
29266,MOU-LOG-G5,73418529,2024-01-27,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Plin,9,2520,378.0,1
29267,LAP-MAC-03,76543210,2025-01-07,Ancash,Huaraz,Independencia,Centro,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Tarjeta Debito,3,15300,3060.0,1
29268,LAP-MAC-03,70615243,2025-10-25,Lima,Lima,Ate,Lima,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Plin,7,35700,5355.0,1
29269,RAM-16G-01,73418529,2023-11-16,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Plin,10,2100,315.0,1
29270,SSD-2TB-02,55667788,2024-03-21,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Efectivo,2,1360,136.0,1
29271,KEY-HYP-ALL,45321678,2025-01-15,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Debito,6,2340,234.0,1
29272,RAM-16G-01,09876543,2024-05-23,Lima,Lima,San Isidro,Lima,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Yape,6,1260,0.0,0
29273,AUD-SNY-WH,55667788,2025-04-18,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Plin,6,5700,1140.0,1
29274,AUD-SNY-WH,55667788,2024-11-07,Lima,Lima,Los Olivos,Lima,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Tarjeta Credito,6,5700,0.0,0
29275,MOU-LOG-G5,49586712,2025-07-08,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Credito,1,280,42.0,1
29276,LAP-GMR-01,73418529,2024-09-20,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Yape,7,29400,5880.0,1
29277,MNT-GMR-27,73418529,2025-06-27,Ancash,Huaraz,Independencia,Centro,Plataforma Web Nacional,Campana Back to School,Tarjeta Credito,4,3800,380.0,1
29278,LAP-MAC-03,76543210,2025-10-27,Puno,Puno,Puno,Sur,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Tarjeta Debito,4,20400,2040.0,1
29279,GPU-RTX-40,49586712,2024-07-16,Piura,Piura,Castilla,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Yape,5,9250,1387.5,1
29280,MNT-GMR-27,44332211,2025-04-10,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Credito,2,1900,190.0,1
29281,LAP-GMR-01,45321678,2023-10-22,Cusco,Cusco,Wanchaq,Sur,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Debito,1,4200,840.0,1
29282,LAP-GMR-01,09876543,2023-07-08,Puno,Puno,Puno,Sur,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Yape,1,4200,420.0,1
29283,MNT-GMR-27,76543210,2023-12-07,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Efectivo,2,1900,190.0,1
29284,AUD-SNY-WH,45321678,2025-01-29,Lima,Lima,San Isidro,Lima,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Efectivo,6,5700,570.0,1
29285,SSD-2TB-02,44332211,2024-01-27,Lima,Lima,San Martin de Porres,Lima,Plataforma Web Nacional,Campana Cyber Wow Mayo,Efectivo,7,4760,714.0,1
29286,SSD-1TB-01,55667788,2023-03-23,Cajamarca,Cajamarca,Cajamarca,Centro,Plataforma Web Nacional,Campana Cyber Wow Mayo,Tarjeta Debito,5,1600,240.0,1
29287,KEY-HYP-ALL,73418529,2025-04-09,Lima,Lima,Miraflores,Lima,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Tarjeta Debito,4,1560,0.0,0
29288,MNT-GMR-27,09876543,2025-10-30,Junin,Huancayo,El Tambo,Centro,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Credito,6,5700,1140.0,1
29289,MOU-LOG-G5,41253698,2025-01-23,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica CC Jockey Plaza,Campana Back to School,Plin,4,1120,112.0,1
29290,RAM-16G-01,41253698,2023-11-07,Lima,Lima,Miraflores,Lima,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Plin,1,210,0.0,0
29291,SSD-2TB-02,44332211,2023-06-17,Lima,Lima,Los Olivos,Lima,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Tarjeta Debito,4,2720,408.0,1
29292,SSD-1TB-01,76543210,2023-10-28,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Plin,6,1920,0.0,0
29293,AUD-SNY-WH,41253698,2025-09-28,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Debito,1,950,95.0,1
29294,KEY-HYP-ALL,70615243,2025-04-12,Ica,Ica,Parcona,Centro,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Plin,10,3900,0.0,0
29295,AUD-SNY-WH,09876543,2025-03-15,Ancash,Huaraz,Independencia,Centro,Plataforma Web Nacional,Campana Cyber Wow Mayo,Tarjeta Credito,7,6650,997.5,1
29296,SSD-2TB-02,55667788,2024-04-02,Puno,Puno,Puno,Sur,Plataforma Web Nacional,Sin Promocion / Precio Regular,Yape,2,1360,0.0,0
29297,AUD-SNY-WH,55667788,2023-08-09,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Tarjeta Credito,5,4750,950.0,1
29298,GPU-RTX-40,55667788,2023-09-01,Cusco,Cusco,Wanchaq,Sur,Plataforma Web Nacional,Campana Back to School,Tarjeta Credito,8,14800,1480.0,1
29299,AUD-SNY-WH,70615243,2023-08-29,Lima,Lima,Miraflores,Lima,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Plin,3,2850,0.0,0
29300,MNT-GMR-27,45321678,2023-05-03,Lima,Lima,Miraflores,Lima,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Efectivo,9,8550,0.0,0
29301,KEY-HYP-ALL,76543210,2023-07-02,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Plin,8,3120,468.0,1
29302,LAP-MAC-03,76543210,2023-03-15,Lima,Lima,Los Olivos,Lima,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Credito,6,30600,3060.0,1
29303,MNT-GMR-27,10293847,2024-01-20,Puno,Puno,Puno,Sur,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Tarjeta Credito,1,950,95.0,1
29304,LAP-OFF-02,44332211,2023-12-03,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Yape,6,15000,0.0,0
29305,KEY-HYP-ALL,09876543,2023-09-17,Lima,Lima,San Isidro,Lima,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Tarjeta Debito,8,3120,468.0,1
29306,LAP-OFF-02,76543210,2025-03-04,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Efectivo,2,5000,500.0,1
29307,MOU-LOG-G5,45321678,2024-07-10,Lima,Lima,Miraflores,Lima,Plataforma Web Nacional,Sin Promocion / Precio Regular,Yape,8,2240,0.0,0
29308,MOU-LOG-G5,76543210,2023-07-15,Lima,Lima,Miraflores,Lima,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Tarjeta Credito,3,840,0.0,0
29309,MNT-GMR-27,45321678,2024-10-29,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Yape,7,6650,0.0,0
29310,LAP-MAC-03,09876543,2025-01-30,Lima,Lima,Ate,Lima,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Credito,7,35700,3570.0,1
29311,SSD-1TB-01,70615243,2024-06-29,Lima,Lima,Los Olivos,Lima,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Efectivo,3,960,0.0,0
29312,LAP-OFF-02,55667788,2023-11-14,Lima,Lima,Ate,Lima,Plataforma Web Nacional,Sin Promocion / Precio Regular,Tarjeta Debito,8,20000,0.0,0
29313,RAM-16G-01,10293847,2024-12-16,Cajamarca,Cajamarca,Cajamarca,Centro,Plataforma Web Nacional,Descuento Black Friday,Efectivo,9,1890,378.0,1
29314,AUD-SNY-WH,44332211,2023-06-20,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Tarjeta Credito,7,6650,665.0,1
29315,AUD-SNY-WH,71234567,2023-05-29,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Tarjeta Credito,4,3800,760.0,1
29316,MNT-GMR-27,70615243,2024-09-10,Lambayeque,Chiclayo,Pimentel,Norte,Plataforma Web Nacional,Sin Promocion / Precio Regular,Tarjeta Debito,6,5700,0.0,0
29317,LAP-GMR-01,55667788,2024-05-28,Lima,Lima,Ate,Lima,Plataforma Web Nacional,Campana Back to School,Yape,6,25200,2520.0,1
29318,LAP-GMR-01,73418529,2025-06-07,Arequipa,Arequipa,Cayma,Sur,Plataforma Web Nacional,Campana Back to School,Plin,6,25200,2520.0,1
29319,LAP-GMR-01,73418529,2023-08-21,Lima,Lima,Miraflores,Lima,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Plin,9,37800,3780.0,1
29320,MOU-LOG-G5,09876543,2025-08-23,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Credito,5,1400,280.0,1
29321,MNT-GMR-27,41253698,2024-11-08,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Plin,10,9500,950.0,1
29322,LAP-GMR-01,70615243,2023-01-12,Ica,Ica,Parcona,Centro,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Tarjeta Credito,7,29400,5880.0,1
29323,KEY-HYP-ALL,76543210,2023-09-05,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Tarjeta Debito,2,780,0.0,0
29324,MOU-LOG-G5,70615243,2025-11-10,Junin,Huancayo,El Tambo,Centro,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Plin,1,280,56.0,1
29325,AUD-SNY-WH,10293847,2024-10-10,Lima,Lima,Miraflores,Lima,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Credito,6,5700,1140.0,1
29326,SSD-2TB-02,10293847,2023-08-24,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Tarjeta Debito,7,4760,476.0,1
29327,SSD-2TB-02,73418529,2024-03-30,Piura,Piura,Castilla,Norte,Plataforma Web Nacional,Campana Back to School,Plin,10,6800,680.0,1
29328,LAP-GMR-01,73418529,2023-10-30,Lima,Lima,Los Olivos,Lima,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Plin,3,12600,2520.0,1
29329,MNT-GMR-27,70615243,2024-07-08,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Plin,4,3800,380.0,1
29330,LAP-OFF-02,10293847,2025-04-16,Cajamarca,Cajamarca,Cajamarca,Centro,Plataforma Web Nacional,Sin Promocion / Precio Regular,Tarjeta Credito,6,15000,0.0,0
29331,LAP-MAC-03,76543210,2024-07-12,Junin,Huancayo,El Tambo,Centro,Plataforma Web Nacional,Descuento Black Friday,Efectivo,4,20400,4080.0,1
29332,RAM-16G-01,10293847,2025-04-18,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Campana Cyber Wow Mayo,Tarjeta Credito,5,1050,157.5,1
29333,LAP-OFF-02,76543210,2024-08-06,Puno,Puno,Puno,Sur,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Debito,2,5000,500.0,1
29334,RAM-16G-01,76543210,2025-08-31,Arequipa,Arequipa,Cayma,Sur,Plataforma Web Nacional,Sin Promocion / Precio Regular,Efectivo,2,420,0.0,0
29335,SSD-2TB-02,70615243,2023-09-23,Puno,Puno,Puno,Sur,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Debito,3,2040,306.0,1
29336,GPU-RTX-40,49586712,2025-01-04,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Tarjeta Debito,8,14800,1480.0,1
29337,MNT-GMR-27,76543210,2023-01-13,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Credito,3,2850,285.0,1
29338,GPU-RTX-40,09876543,2024-11-16,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Cupon Gamer Extremo,Tarjeta Debito,9,16650,1665.0,1
29339,MNT-GMR-27,41253698,2023-09-27,Piura,Piura,Castilla,Norte,Plataforma Web Nacional,Descuento Black Friday,Plin,3,2850,570.0,1
29340,LAP-OFF-02,41253698,2024-06-27,Junin,Huancayo,El Tambo,Centro,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Tarjeta Debito,1,2500,0.0,0
29341,RAM-16G-01,55667788,2024-07-11,La Libertad,Trujillo,Victor Larco Herrera,Norte,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Debito,4,840,168.0,1
29342,SSD-1TB-01,73418529,2023-08-29,Lima,Lima,Ate,Lima,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Credito,6,1920,192.0,1
29343,AUD-SNY-WH,41253698,2023-11-10,Lima,Lima,Miraflores,Lima,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Efectivo,3,2850,0.0,0
29344,AUD-SNY-WH,55667788,2023-12-25,Puno,Puno,Puno,Sur,Plataforma Web Nacional,Campana Back to School,Yape,10,9500,950.0,1
29345,AUD-SNY-WH,09876543,2024-07-26,Ica,Ica,Parcona,Centro,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Plin,6,5700,855.0,1
29346,SSD-2TB-02,73418529,2024-12-16,Cusco,Cusco,Wanchaq,Sur,Plataforma Web Nacional,Campana Back to School,Yape,6,4080,408.0,1
29347,MOU-LOG-G5,10293847,2025-05-14,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Yape,10,2800,280.0,1
29348,RAM-16G-01,55667788,2024-05-31,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Credito,5,1050,105.0,1
